,Call_OI,Put_OI,c_gamma,c_vega,c_theta,c_delta,Call_IV,Put_IV,p_delta,p_theta,p_vega,p_gamma,maxpain
2023-09-28 12:41:28.968731,7434006.67,4917957.33,0.0,0.0847,-55.8821,42.9999,651.97,1238.52,-51.0001,75.6852,0.0847,-0.0,44500
2023-09-28 12:41:58.401406,7434006.67,4917957.33,0.0,0.0847,-55.8821,42.9999,651.97,1238.52,-51.0001,75.6852,0.0847,-0.0,44500
2023-09-28 12:42:30.908902,7434006.67,4917957.33,0.0,0.0836,-55.5433,42.9999,651.97,1206.68,-51.0001,75.2271,0.0836,0.0,44500
2023-09-28 12:43:00.326881,7434006.67,4917957.33,0.0,0.0836,-55.5433,42.9999,651.97,1206.68,-51.0001,75.2271,0.0836,0.0,44500
2023-09-28 12:43:35.700801,7433894.67,4917947.33,0.0106,4.4498,-68.2185,42.8028,2778.23,4401.72,-51.1972,61.3566,4.4498,0.0106,44500
2023-09-28 12:44:01.992546,7433894.67,4917947.33,0.0106,4.437,-68.0041,42.8026,2778.23,4401.72,-51.1974,61.1724,4.437,0.0106,44500
2023-09-28 12:44:35.182572,7462474.67,4915194.33,0.0106,4.3934,-69.2384,42.7415,2778.23,4401.72,-51.2585,59.9381,4.3934,0.0106,44500
2023-09-28 12:45:04.145975,7462474.67,4915194.33,0.0106,4.3934,-69.2384,42.7415,2778.23,4401.72,-51.2585,59.9381,4.3934,0.0106,44500
2023-09-28 12:45:36.995606,7481095.67,4895032.33,0.0106,4.3691,-68.8123,42.7411,2778.23,4401.72,-51.2589,59.5674,4.3691,0.0106,44500
2023-09-28 12:46:06.024007,7481095.67,4895032.33,0.0106,4.3448,-68.3862,42.7406,2778.23,4399.82,-51.2594,59.1965,4.3448,0.0106,44500
2023-09-28 12:46:39.144571,7481095.67,4895032.33,0.0106,4.3448,-68.3862,42.7406,2778.23,4399.82,-51.2594,59.1965,4.3448,0.0106,44500
2023-09-28 12:47:07.868622,7489880.67,4928442.33,0.0106,4.3326,-68.1732,42.7404,2778.23,4401.72,-51.2596,59.0111,4.3326,0.0106,44500
2023-09-28 12:47:40.977356,7447541.67,4914607.33,0.0101,4.4061,-65.2014,43.0827,2778.23,4399.82,-50.9173,61.5844,4.4061,0.0101,44500
2023-09-28 12:48:10.064948,7447541.67,4914607.33,0.0101,4.3913,-64.9826,43.0826,2778.23,4401.72,-50.9174,61.4048,4.3913,0.0101,44500
2023-09-28 12:48:42.782477,7447541.67,4914607.33,0.0101,4.3765,-64.7638,43.0824,2778.23,4399.82,-50.9176,61.2251,4.3765,0.0101,44500
2023-09-28 12:49:11.597040,7447541.67,4914607.33,0.0101,4.3765,-64.7638,43.0824,2778.23,4399.82,-50.9176,61.2251,4.3765,0.0101,44500
2023-09-28 12:50:14.089358,7462672.67,4905192.33,0.0098,4.4138,-67.3621,43.2585,2778.23,4401.72,-50.7415,57.8299,4.4138,0.0098,44500
2023-09-28 12:50:47.002640,7462672.67,4905192.33,0.0098,4.4138,-67.3621,43.2585,2778.23,4401.72,-50.7415,57.8299,4.4138,0.0098,44500
2023-09-28 12:51:15.948170,7462672.67,4905192.33,0.0098,4.3686,-66.6955,43.2578,2778.23,4401.72,-50.7422,57.3011,4.3686,0.0097,44500
2023-09-28 12:51:49.167548,7461710.67,4906375.33,0.0099,4.2849,-63.9509,43.1448,2778.23,4401.72,-50.8552,59.2488,4.2849,0.0099,44500
2023-09-28 12:52:18.045946,7461710.67,4906375.33,0.0099,4.2849,-63.9509,43.1448,2778.23,4401.72,-50.8552,59.2488,4.2849,0.0099,44500
2023-09-28 12:52:51.528318,7501024.67,4922475.33,0.009,3.7435,-64.6256,43.3262,2332.52,4610.63,-50.6738,57.8038,3.7435,0.009,44500
2023-09-28 12:53:20.092246,7501024.67,4922475.33,0.0089,3.6598,-64.0904,43.3257,2341.77,4584.16,-50.6743,57.9804,3.6598,0.0089,44500
2023-09-28 12:53:52.957515,7501024.67,4922475.33,0.009,3.7208,-64.2508,43.3256,2332.52,4610.63,-50.6744,57.4746,3.7208,0.009,44500
2023-09-28 12:54:22.070755,7501024.67,4922475.33,0.0089,3.6373,-63.7108,43.3251,2341.77,4584.16,-50.6749,57.6428,3.6373,0.0089,44500
2023-09-28 12:54:55.079901,7501024.67,4922475.33,0.009,3.7208,-64.2508,43.3256,2332.52,4610.63,-50.6744,57.4746,3.7208,0.009,44500
2023-09-28 12:55:23.937162,7501710.67,4922301.33,0.009,3.6483,-62.9729,43.3057,2332.52,4610.63,-50.6943,57.5837,3.6483,0.009,44500
2023-09-28 12:55:56.841528,7501710.67,4922301.33,0.009,3.6483,-62.9729,43.3057,2332.52,4610.63,-50.6943,57.5837,3.6483,0.009,44500
2023-09-28 12:56:25.920559,7501710.67,4922301.33,0.009,3.6225,-62.5502,43.3051,2332.52,4610.63,-50.6949,57.2095,3.6225,0.009,44500
2023-09-28 12:56:59.129470,7506042.67,4916078.33,0.0089,3.4945,-61.2906,43.2892,2341.77,4584.16,-50.7108,57.6722,3.4945,0.0089,44500
2023-09-28 12:57:27.753578,7506042.67,4916078.33,0.0089,3.4945,-61.2906,43.2892,2341.77,4584.16,-50.7108,57.6722,3.4945,0.0089,44500
2023-09-28 12:58:00.921238,7506042.67,4916078.33,0.0089,3.4692,-60.8717,43.2885,2341.77,4584.16,-50.7115,57.2942,3.4692,0.0089,44500
2023-09-28 12:58:30.375072,7506042.67,4916078.33,0.009,3.5699,-61.6258,43.2891,2332.52,4610.63,-50.7109,57.337,3.5699,0.009,44500
2023-09-28 12:59:03.205502,7503771.67,4918484.33,0.0099,3.3862,-56.3757,43.0474,2332.52,4610.63,-50.9526,60.98,3.3862,0.0099,44500
2023-09-28 12:59:32.323745,7503771.67,4918484.33,0.0098,3.2909,-56.0041,43.0506,2341.77,4584.16,-50.9494,61.3516,3.2909,0.0098,44500
