,Call_OI,Put_OI,c_gamma,c_vega,c_theta,c_delta,Call_IV,Put_IV,p_delta,p_theta,p_vega,p_gamma,maxpain
2023-09-27 19:17:37.176209,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 19:18:37.799023,4375277.33,3541961.0,0.0114,106.4471,-1327.6713,44.6704,3228.35,4009.54,-49.3296,-184.4282,106.4471,0.0114,44600.0
2023-09-27 19:19:36.548817,4375277.33,3541961.0,0.0107,95.2059,-1232.3891,44.8854,2827.94,4135.73,-49.1146,-89.146,95.2059,0.0107,44600.0
2023-09-27 19:20:36.738806,4375277.33,3541961.0,0.0107,95.2059,-1232.3891,44.8854,2827.94,4135.73,-49.1146,-89.146,95.2059,0.0107,44600.0
2023-09-27 19:21:49.112602,4375277.33,3541961.0,0.0107,95.2059,-1232.3891,44.8854,2827.94,4135.73,-49.1146,-89.146,95.2059,0.0107,44600.0
2023-09-27 19:22:52.221554,4375277.33,3541961.0,0.0114,106.4471,-1327.6713,44.6704,3228.35,4009.54,-49.3296,-184.4282,106.4471,0.0114,44600.0
2023-09-27 19:23:29.637935,4375277.33,3541961.0,0.0107,95.2059,-1232.3891,44.8854,2827.94,4135.73,-49.1146,-89.146,95.2059,0.0107,44600.0
2023-09-27 19:23:29.822825,4375277.33,3541961.0,0.0107,95.2059,-1232.3891,44.8854,2827.94,4135.73,-49.1146,-89.146,95.2059,0.0107,44600.0
2023-09-27 19:23:31.020172,4375277.33,3541961.0,0.0107,95.2059,-1232.3891,44.8854,2827.94,4135.73,-49.1146,-89.146,95.2059,0.0107,44600.0
2023-09-27 19:24:32.315697,4375277.33,3541961.0,0.0107,95.2059,-1232.3891,44.8854,2827.94,4135.73,-49.1146,-89.146,95.2059,0.0107,44600.0
2023-09-27 19:24:47.581041,4375277.33,3541961.0,0.0107,95.2059,-1232.3891,44.8854,2827.94,4135.73,-49.1146,-89.146,95.2059,0.0107,44600.0
2023-09-27 19:24:58.923889,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 19:25:29.968676,4375277.33,3541961.0,0.0107,95.2059,-1232.3891,44.8854,2827.94,4135.73,-49.1146,-89.146,95.2059,0.0107,44600.0
2023-09-27 19:26:23.817716,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 19:26:34.829059,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 19:27:39.317926,4375277.33,3541961.0,0.0107,95.2059,-1232.3891,44.8854,2827.94,4135.73,-49.1146,-89.146,95.2059,0.0107,44600.0
2023-09-27 19:28:37.462110,4375277.33,3541961.0,0.0107,95.2059,-1232.3891,44.8854,2827.94,4135.73,-49.1146,-89.146,95.2059,0.0107,44600.0
2023-09-27 19:29:39.740644,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 19:30:39.459763,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 19:31:39.566685,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 19:32:38.766772,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 19:33:38.189395,4375277.33,3541961.0,0.0107,95.2059,-1232.3891,44.8854,2827.94,4135.73,-49.1146,-89.146,95.2059,0.0107,44600.0
2023-09-27 19:35:00.018072,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 19:36:11.012484,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 19:36:39.508649,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 19:37:38.588238,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 19:38:44.166983,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 19:40:03.016990,4375277.33,3541961.0,0.0107,95.2059,-1232.3891,44.8854,2827.94,4135.73,-49.1146,-89.146,95.2059,0.0107,44600.0
2023-09-27 19:41:02.894271,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 19:41:14.943541,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 19:41:16.283971,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 19:41:45.706441,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 19:42:05.689748,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 19:43:17.078142,4375277.33,3541961.0,0.0107,95.2059,-1232.3891,44.8854,2827.94,4135.73,-49.1146,-89.146,95.2059,0.0107,44600.0
2023-09-27 19:43:56.783532,4375277.33,3541961.0,0.0107,95.2059,-1232.3891,44.8854,2827.94,4135.73,-49.1146,-89.146,95.2059,0.0107,44600.0
2023-09-27 19:44:55.995964,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 19:45:52.387779,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 19:46:44.442205,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 19:47:23.715339,4375277.33,3541961.0,0.0107,95.2059,-1232.3891,44.8854,2827.94,4135.73,-49.1146,-89.146,95.2059,0.0107,44600.0
2023-09-27 19:47:44.664707,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 19:48:32.655125,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 19:49:11.628425,4375277.33,3541961.0,0.0107,95.2059,-1232.3891,44.8854,2827.94,4135.73,-49.1146,-89.146,95.2059,0.0107,44600.0
2023-09-27 19:50:53.557517,4375277.33,3541961.0,0.0107,95.2059,-1232.3891,44.8854,2827.94,4135.73,-49.1146,-89.146,95.2059,0.0107,44600.0
2023-09-27 19:51:02.202376,4375277.33,3541961.0,0.0107,95.2059,-1232.3891,44.8854,2827.94,4135.73,-49.1146,-89.146,95.2059,0.0107,44600.0
2023-09-27 19:52:02.209262,4375277.33,3541961.0,0.0114,106.4471,-1327.6713,44.6704,3228.35,4009.54,-49.3296,-184.4282,106.4471,0.0114,44600.0
2023-09-27 19:52:54.365330,4375277.33,3541961.0,0.0107,95.2059,-1232.3891,44.8854,2827.94,4135.73,-49.1146,-89.146,95.2059,0.0107,44600.0
2023-09-27 19:53:40.081837,4375277.33,3541961.0,0.0107,95.2059,-1232.3891,44.8854,2827.94,4135.73,-49.1146,-89.146,95.2059,0.0107,44600.0
2023-09-27 19:54:39.860588,4375277.33,3541961.0,0.0107,95.2059,-1232.3891,44.8854,2827.94,4135.73,-49.1146,-89.146,95.2059,0.0107,44600.0
2023-09-27 19:54:48.954664,4375277.33,3541961.0,0.0107,95.2059,-1232.3891,44.8854,2827.94,4135.73,-49.1146,-89.146,95.2059,0.0107,44600.0
2023-09-27 19:55:51.650216,4375277.33,3541961.0,0.0107,95.2059,-1232.3891,44.8854,2827.94,4135.73,-49.1146,-89.146,95.2059,0.0107,44600.0
2023-09-27 19:57:10.636080,4375277.33,3541961.0,0.0107,95.2059,-1232.3891,44.8854,2827.94,4135.73,-49.1146,-89.146,95.2059,0.0107,44600.0
2023-09-27 19:57:52.252357,4375277.33,3541961.0,0.0107,95.2059,-1232.3891,44.8854,2827.94,4135.73,-49.1146,-89.146,95.2059,0.0107,44600.0
2023-09-27 19:58:07.152831,4375277.33,3541961.0,0.0114,106.4471,-1327.6713,44.6704,3228.35,4009.54,-49.3296,-184.4282,106.4471,0.0114,44600.0
2023-09-27 19:59:09.933772,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 20:00:07.317969,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 20:01:11.237863,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 20:02:08.404887,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 20:03:08.831672,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 20:04:10.426633,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 20:05:09.933634,4375277.33,3541961.0,0.0107,95.2155,-1232.4318,44.8856,2827.99,4135.76,-49.1144,-89.1886,95.2155,0.0107,44600.0
2023-09-27 20:06:08.099150,4375277.33,3541961.0,0.0107,95.2059,-1232.3891,44.8854,2827.94,4135.73,-49.1146,-89.146,95.2059,0.0107,44600.0
2023-09-28 11:24:05.138479,7225811.0,4942533.33,0.0103,7.0912,-104.1784,43.2218,2919.65,3572.02,-50.7782,89.6936,7.0912,0.0102,44500.0
2023-09-28 11:25:07.049743,7225104.0,4940925.33,0.01,7.1016,-105.9059,43.3201,2919.65,3572.02,-50.6799,86.3723,7.1016,0.01,44500.0
2023-09-28 11:26:08.052564,7225104.0,4940925.33,0.01,7.1016,-105.9059,43.3201,2919.65,3572.02,-50.6799,86.3723,7.1016,0.01,44500.0
2023-09-28 11:27:09.834061,7242608.0,4930530.33,0.01,7.0684,-105.4408,43.3196,2919.65,3572.02,-50.6804,86.0405,7.0684,0.01,44500.0
2023-09-28 11:28:11.996953,7244827.0,4844044.33,0.0097,7.1752,-110.6308,43.4757,2919.65,3572.02,-50.5243,79.2567,7.1752,0.0097,44500.0
2023-09-28 11:28:45.654053,7244827.0,4844044.33,0.0097,7.1752,-110.6308,43.4757,2919.65,3572.02,-50.5243,79.2567,7.1752,0.0097,44500.0
2023-09-28 11:30:02.866084,7244830.0,4843991.33,0.0097,7.1789,-111.8248,43.5235,2919.65,3572.02,-50.4765,76.4689,7.1789,0.0097,44500.0
2023-09-28 11:30:41.448428,7244830.0,4843991.33,0.0097,7.1789,-111.8248,43.5235,2919.65,3572.02,-50.4765,76.4689,7.1789,0.0097,44500.0
2023-09-28 11:31:05.253768,7244830.0,4843991.33,0.0097,7.1789,-111.8248,43.5235,2919.65,3572.02,-50.4765,76.4689,7.1789,0.0097,44500.0
2023-09-28 11:31:45.774374,7212179.0,4843724.33,0.0098,7.0236,-107.5067,43.4346,2919.65,3572.02,-50.5654,79.9901,7.0236,0.0098,44500.0
2023-09-28 11:32:43.605751,7205040.0,4818785.33,0.0098,6.8335,-104.4575,43.3972,2477.14,4238.17,-50.6028,81.472,6.8335,0.0098,44500.0
2023-09-28 11:33:43.805596,7205040.0,4818785.33,0.0098,6.8335,-104.4575,43.3972,2477.14,4238.17,-50.6028,81.472,6.8335,0.0098,44500.0
2023-09-28 11:33:58.894966,7205040.0,4818785.33,0.0098,6.8335,-104.4575,43.3972,2477.14,4238.17,-50.6028,81.472,6.8335,0.0098,44500.0
2023-09-28 11:34:10.716073,7205040.0,4818785.33,0.01,6.7593,-101.7851,43.323,2477.14,4238.17,-50.677,84.1445,6.7593,0.01,44500.0
2023-09-28 11:34:16.459360,7205040.0,4818785.33,0.01,6.7593,-101.7851,43.323,2477.14,4238.17,-50.677,84.1445,6.7593,0.01,44500.0
2023-09-28 11:34:28.549199,7205040.0,4818785.33,0.0098,6.7995,-103.9775,43.3966,2477.14,4238.17,-50.6034,81.1286,6.7995,0.0098,44500.0
2023-09-28 11:34:33.996348,7205040.0,4818785.33,0.0098,6.7995,-103.9775,43.3966,2477.14,4238.17,-50.6034,81.1286,6.7995,0.0098,44500.0
2023-09-28 11:34:55.029163,7205040.0,4818785.33,0.0098,6.7995,-103.9775,43.3966,2477.14,4238.17,-50.6034,81.1286,6.7995,0.0098,44500.0
2023-09-28 11:35:05.543748,7205040.0,4818785.33,0.0098,6.7995,-103.9775,43.3966,2477.14,4238.17,-50.6034,81.1286,6.7995,0.0098,44500.0
2023-09-28 11:35:11.634998,7205040.0,4818785.33,0.0098,6.7995,-103.9775,43.3966,2477.14,4238.17,-50.6034,81.1286,6.7995,0.0098,44500.0
2023-09-28 11:36:14.557792,7222858.0,4812475.33,0.0103,6.6112,-97.8154,43.2057,2477.14,4238.17,-50.7943,86.4938,6.6112,0.0103,44500.0
2023-09-28 11:36:25.636502,7222858.0,4812475.33,0.0103,6.6112,-97.8154,43.2057,2477.14,4238.17,-50.7943,86.4938,6.6112,0.0103,44500.0
2023-09-28 11:37:14.904957,7222221.0,4811956.33,0.0104,6.5222,-96.0662,43.1567,2477.14,4238.17,-50.8433,86.6492,6.5222,0.0104,44500.0
2023-09-28 11:38:16.197705,7222221.0,4811956.33,0.0104,6.4911,-95.6219,43.1563,2477.14,4238.17,-50.8437,86.3098,6.4911,0.0104,44500.0
2023-09-28 11:39:17.630907,7222221.0,4811956.33,0.0104,6.4911,-95.6219,43.1563,2477.14,4238.17,-50.8437,86.3098,6.4911,0.0104,44500.0
2023-09-28 11:40:17.918197,7236392.0,4753050.33,0.01,6.5249,-98.3771,43.3139,2477.14,4238.17,-50.6861,81.9476,6.5249,0.01,44500.0
2023-09-28 11:41:17.542973,7236379.0,4752983.33,0.01,6.5249,-98.3771,43.3139,2477.14,4238.17,-50.6861,81.9476,6.5249,0.01,44500.0
2023-09-28 11:42:18.355816,7234006.0,4738238.33,0.01,6.4384,-96.6392,43.2854,2477.14,4238.17,-50.7146,82.0917,6.4384,0.01,44500.0
2023-09-28 11:42:53.581051,7233896.0,4737770.33,0.01,8.2027,-114.0488,43.4068,2485.65,4054.15,-50.5932,63.8719,8.2027,0.01,44500.0
2023-09-28 11:43:24.787320,7233896.0,4737770.33,0.01,8.2027,-114.0488,43.4068,2485.65,4054.15,-50.5932,63.8719,8.2027,0.01,44500.0
2023-09-28 11:44:25.053727,7233896.0,4737770.33,0.01,8.1649,-113.5267,43.4063,2485.65,4054.15,-50.5937,63.6104,8.1649,0.01,44500.0
2023-09-28 11:44:58.063637,7262671.0,4739073.33,0.01,8.1168,-112.7092,43.3978,2485.65,4054.15,-50.6022,63.631,8.1168,0.01,44500.0
2023-09-28 11:45:06.335248,7233896.0,4737770.33,0.01,8.1649,-113.5267,43.4063,2485.65,4054.15,-50.5937,63.6104,8.1649,0.01,44500.0
2023-09-28 11:46:08.770300,7262671.0,4739073.33,0.01,8.097,-112.4354,43.3976,2485.65,4054.15,-50.6024,63.493,8.097,0.01,44500.0
2023-09-28 11:47:05.710925,7289817.0,4757134.33,0.01,7.954,-109.2897,43.3276,2485.65,4054.15,-50.6724,65.4434,7.954,0.01,44500.0
2023-09-28 11:47:37.948789,7262671.0,4739069.33,0.01,8.0587,-111.9057,43.3971,2485.65,4054.15,-50.6029,63.2259,8.0587,0.01,44500.0
2023-09-28 11:48:09.105758,7262671.0,4739062.33,0.01,7.9358,-109.0356,43.3273,2485.65,4054.15,-50.6727,65.3123,7.9358,0.01,44500.0
2023-09-28 11:48:20.105072,7262671.0,4739062.33,0.01,7.9358,-109.0356,43.3273,2485.65,4054.15,-50.6727,65.3123,7.9358,0.01,44500.0
2023-09-28 11:49:08.686717,7262671.0,4739062.33,0.01,7.9358,-109.0356,43.3273,2485.65,4054.15,-50.6727,65.3123,7.9358,0.01,44500.0
2023-09-28 11:50:00.778245,7289042.0,4755317.33,0.01,8.1206,-115.5337,43.5484,2485.65,4054.15,-50.4516,57.2071,8.1206,0.01,44500.0
2023-09-28 11:51:00.738557,7186076.0,4708910.33,0.0099,8.3489,-116.2529,43.8003,2485.65,4054.15,-50.1997,55.2925,8.3489,0.0099,44500.0
2023-09-28 11:52:00.490149,7186076.0,4708910.33,0.0099,8.3286,-115.9782,43.8,2485.65,4054.15,-50.2,55.1688,8.3286,0.0099,44500.0
2023-09-28 11:52:23.155894,7186076.0,4708910.33,0.0099,8.3286,-115.9782,43.8,2485.65,4054.15,-50.2,55.1688,8.3286,0.0099,44500.0
2023-09-28 11:52:37.766517,4172404.67,3360197.33,0.0093,6.6427,-104.907,43.7621,2286.47,4463.87,-50.2379,65.4829,6.6427,0.0093,44700.0
2023-09-28 11:53:59.969747,4172404.67,3360197.33,0.0093,6.5981,-104.1888,43.761,2286.47,4463.87,-50.239,65.0058,6.5981,0.0093,44700.0
2023-09-28 11:54:38.080307,4172404.67,3360197.33,0.0093,6.5981,-104.1888,43.761,2286.55,4463.87,-50.239,65.0058,6.5981,0.0093,44700.0
2023-09-28 11:54:51.852746,4172404.67,3360197.33,0.0093,6.5981,-104.1888,43.761,2286.55,4463.87,-50.239,65.0058,6.5981,0.0093,44700.0
2023-09-28 11:55:04.424785,4172404.67,3360197.33,0.0093,6.5981,-104.1888,43.761,2286.55,4463.87,-50.239,65.0058,6.5981,0.0093,44700.0
2023-09-28 11:56:06.731237,7168427.67,4132293.33,0.0096,6.9499,-101.8803,43.9211,2286.47,4463.87,-50.0789,66.5174,6.9499,0.0096,44500.0
2023-09-28 11:56:29.578031,7224028.0,4734624.33,0.009,6.1576,-101.8576,43.6237,2286.55,4463.87,-50.3763,64.9463,6.1576,0.0091,44500.0
2023-09-28 11:57:30.049814,7224028.0,4734624.33,0.009,6.1576,-101.8576,43.6237,2286.55,4463.87,-50.3763,64.9463,6.1576,0.0091,44500.0
2023-09-28 11:58:31.237652,7224028.0,4734624.33,0.009,6.1284,-101.3904,43.6229,2286.55,4463.87,-50.3771,64.6166,6.1284,0.0091,44500.0
2023-09-28 11:59:26.899065,7157032.0,4715454.33,0.0093,5.5353,-89.0246,43.342,2286.55,4463.87,-50.658,76.1855,5.5353,0.0093,44500.0
2023-09-28 12:00:26.597877,7157032.0,4715454.33,0.0093,5.5052,-88.5801,43.3413,2286.55,4463.87,-50.6587,75.8331,5.5052,0.0093,44500.0
2023-09-28 12:01:27.172800,7157032.0,4715454.33,0.0093,5.5052,-88.5801,43.3413,2286.47,4463.87,-50.6587,75.8331,5.5052,0.0093,44500.0
2023-09-28 12:02:27.310722,7159544.0,4731694.33,0.009,5.569,-91.4521,43.4302,2306.88,4335.22,-50.5698,71.3806,5.569,0.009,44500.0
2023-09-28 12:03:27.819234,7189813.0,4761507.33,0.0098,6.0453,-92.6154,43.3947,2442.95,4252.22,-50.6053,69.8188,6.0453,0.0098,44500.0
2023-09-28 12:04:05.048926,7189813.0,4761507.33,0.0097,6.0132,-92.1479,43.3941,2442.95,4252.22,-50.6059,69.4761,6.0132,0.0097,44500.0
2023-09-28 12:05:46.382404,7190492.67,4745015.33,0.0098,5.9029,-89.4025,43.3431,2442.95,4252.22,-50.6569,70.6277,5.9029,0.0098,44500.0
2023-09-28 12:06:47.554995,7190492.67,4745015.33,0.0098,5.8714,-88.9458,43.3426,2442.95,4252.22,-50.6574,70.2875,5.8714,0.0098,44500.0
2023-09-28 12:07:27.991765,7204574.67,4745485.33,0.0096,5.9711,-93.2691,43.4655,2442.95,4252.22,-50.5345,65.1673,5.9711,0.0096,44500.0
2023-09-28 12:08:05.594968,7204574.67,4745485.33,0.0096,5.9711,-93.2691,43.4655,2442.95,4252.22,-50.5345,65.1673,5.9711,0.0096,44500.0
2023-09-28 12:09:14.260639,7204471.67,4758251.33,0.0096,5.9875,-94.2657,43.5015,2442.95,4252.22,-50.4985,63.3738,5.9875,0.0096,44500.0
2023-09-28 12:10:08.929945,7204432.67,4768130.33,0.0096,5.9403,-93.5668,43.5006,2442.95,4252.22,-50.4994,62.8773,5.9403,0.0096,44500.0
2023-09-28 12:11:10.512751,7204432.67,4768130.33,0.0096,5.9089,-93.101,43.4999,2442.95,4252.22,-50.5001,62.5462,5.9089,0.0096,44500.0
2023-09-28 12:12:12.409898,7206304.67,4761437.33,0.0,0.0,-65.7634,43.0,0.0,0.0,-51.0,89.0869,0.0,-0.0,44500.0
2023-09-28 12:13:14.259350,7220381.67,4770158.33,0.0098,6.1171,-90.643,43.3597,2351.79,4333.01,-50.6403,63.4104,6.1171,0.0098,44500.0
2023-09-28 12:14:16.650056,7220381.67,4770158.33,0.0098,6.084,-90.161,43.3592,2351.79,4333.01,-50.6408,63.0822,6.084,0.0098,44500.0
2023-09-28 12:15:18.308596,7208959.67,4762453.33,0.0099,6.3762,-92.1086,43.3542,2349.04,4138.35,-50.6458,61.5463,6.3762,0.0099,44500.0
2023-09-28 12:16:20.277189,7221873.67,4773196.33,0.0098,6.3704,-93.7571,43.4277,2349.04,4138.35,-50.5723,58.304,6.3704,0.0099,44500.0
2023-09-28 12:16:53.856212,7221873.67,4773196.33,0.0098,6.3704,-93.7571,43.4277,2349.04,4138.35,-50.5723,58.304,6.3704,0.0099,44500.0
2023-09-28 12:17:54.954274,7249966.67,4796137.33,0.0097,5.9777,-89.8745,43.4082,2351.79,4333.01,-50.5918,59.7959,5.9777,0.0097,44500.0
2023-09-28 12:18:24.653147,7249966.67,4796137.33,0.0097,5.9777,-89.8745,43.4082,2351.79,4333.01,-50.5918,59.7959,5.9777,0.0097,44500.0
2023-09-28 12:19:29.497341,7249961.67,4796171.33,0.0097,6.0456,-92.9598,43.5014,2351.79,4333.01,-50.4986,56.3122,6.0456,0.0097,44500.0
2023-09-28 12:22:34.075778,7249961.67,4796171.33,0.0098,6.2631,-93.7538,43.4975,2349.04,4138.35,-50.5025,54.3228,6.2631,0.0098,44500.0
2023-09-28 12:22:34.091399,7264488.67,4806379.33,0.0,0.4673,-62.7175,43.0,233.22,421.22,-51.0,84.9607,0.4673,0.0,44500.0
2023-09-28 12:26:36.812356,7304116.67,4819332.33,0.0091,4.6746,-78.0531,43.3689,2204.52,4765.95,-50.6311,65.4678,4.6746,0.0091,44500
2023-09-28 12:27:10.889063,7304116.67,4819332.33,0.0091,4.6746,-78.0531,43.3689,2204.52,4765.95,-50.6311,65.4678,4.6746,0.0091,44500
2023-09-28 12:28:05.095231,7341584.67,4819137.33,0.009,4.7033,-78.9424,43.4003,2204.52,4765.95,-50.5997,63.7816,4.7033,0.009,44500
2023-09-28 12:28:12.582692,7341584.67,4819137.33,0.009,4.7033,-78.9424,43.4003,2204.52,4765.95,-50.5997,63.7816,4.7033,0.009,44500
2023-09-28 12:29:05.413403,7342592.67,4815253.33,0.0103,5.0238,-73.5591,43.0981,2200.64,4748.08,-50.9019,67.5711,5.0238,0.0103,44500
2023-09-28 12:29:13.343778,7342592.67,4815253.33,0.0103,5.0238,-73.5591,43.0981,2200.64,4748.08,-50.9019,67.5711,5.0238,0.0103,44500
2023-09-28 12:30:07.109447,7342592.67,4815253.33,0.0103,4.994,-73.1172,43.0977,2200.64,4748.08,-50.9023,67.2161,4.994,0.0103,44500
2023-09-28 12:30:12.491317,7342592.67,4815253.33,0.0103,4.994,-73.1172,43.0977,2200.64,4748.08,-50.9023,67.2161,4.994,0.0103,44500
2023-09-28 12:31:12.733301,7342592.67,4815253.33,0.0103,5.0238,-73.5591,43.0981,2200.64,4747.99,-50.9019,67.5711,5.0238,0.0103,44500
2023-09-28 12:32:13.509931,7322483.67,4854604.33,0.0107,4.9558,-72.6809,42.9279,2200.64,4747.99,-51.0721,67.2539,4.9558,0.0107,44500
2023-09-28 12:32:40.151902,7321334.67,4853265.33,0.0103,4.9121,-71.833,42.9969,2551.25,4455.97,-51.0031,66.508,4.9121,0.0103,44500
2023-09-28 12:33:14.799913,7321334.67,4853265.33,0.0103,5.0435,-73.0089,42.9941,2573.2,4368.93,-51.0059,65.7306,5.0435,0.0103,44500
2023-09-28 12:33:42.163054,7321334.67,4853265.33,0.0103,4.9856,-72.1196,42.9933,2573.2,4368.93,-51.0067,65.0261,4.9856,0.0103,44500
2023-09-28 12:34:17.033428,7321334.67,4853265.33,0.0103,4.9856,-72.1196,42.9933,2573.2,4368.93,-51.0067,65.0261,4.9856,0.0103,44500
2023-09-28 12:34:43.885856,7321334.67,4853265.33,0.0103,4.8833,-71.3936,42.9965,2551.25,4455.97,-51.0035,66.1505,4.8833,0.0103,44500
2023-09-28 12:35:19.066181,7375855.67,4893203.33,0.0099,4.9404,-74.1715,43.2709,2551.25,4455.97,-50.7291,61.7788,4.9404,0.0099,44500
2023-09-28 12:35:46.178136,7375855.67,4893203.33,0.0099,4.9404,-74.1715,43.2709,2551.25,4455.97,-50.7291,61.7788,4.9404,0.0099,44500
2023-09-28 12:36:21.001627,7375855.67,4893203.33,0.0099,5.061,-74.7925,43.2678,2573.2,4368.93,-50.7322,60.7594,5.061,0.0099,44500
2023-09-28 12:36:47.854809,7375855.67,4893203.33,0.0099,5.061,-74.7925,43.2678,2573.2,4368.93,-50.7322,60.7594,5.061,0.0099,44500
2023-09-28 12:37:22.224410,7418739.67,4912822.33,0.0102,4.9157,-70.8335,43.0321,2573.2,4368.93,-50.9679,63.9215,4.9157,0.0102,44500
2023-09-28 12:37:50.176614,7418739.67,4912822.33,0.0102,4.9157,-70.8335,43.0321,2573.2,4368.93,-50.9679,63.9215,4.9157,0.0102,44500
2023-09-28 12:38:23.317698,7418739.67,4912822.33,0.0103,4.7795,-69.6957,43.0352,2551.25,4455.97,-50.9648,64.6608,4.7795,0.0103,44500
2023-09-28 12:38:52.460467,7418534.67,4912587.33,0.0105,4.6723,-71.0016,42.8171,2551.25,4455.97,-51.1829,62.9564,4.6723,0.0105,44500
2023-09-28 12:39:25.474718,7418534.67,4912587.33,0.0105,4.6723,-71.0016,42.8171,2551.25,4455.97,-51.1829,62.9564,4.6723,0.0105,44500
2023-09-28 12:39:53.974697,7418534.67,4912587.33,0.0105,4.6335,-70.3536,42.8164,2551.25,4455.97,-51.1836,62.4091,4.6335,0.0105,44500
2023-09-28 12:40:26.888478,7418534.67,4912587.33,0.0104,4.7048,-71.0874,42.8149,2573.2,4368.93,-51.1851,61.2768,4.7048,0.0104,44500
2023-09-28 12:40:56.412675,7418534.67,4912587.33,0.0105,4.6335,-70.3536,42.8164,2551.25,4455.97,-51.1836,62.4091,4.6335,0.0105,44500
