,Call_OI,Put_OI,Call_IV,Put_IV,c_gamma,c_vega,c_theta,c_delta,p_delta,p_theta,p_vega,p_gamma,maxpain,ltp
2023-10-04 12:31:10,8176017.0,5867416.0,2295.53,1931.98,0.011313793542300221,17.559584867844737,-168.21025908238232,4.919697533649163,22.487172367772985,-451.0576550307187,34.905050190801546,0.014624739400059816,43900,43894.15
2023-10-04 12:31:40,8154291.0,5867051.0,2333.75,1857.12,0.01148818774526772,16.97612860663691,-149.00877899753175,3.036832750768372,23.149060712781687,-577.4524009796594,38.81478023987337,0.014817858046689558,43900,43900.9
2023-10-04 12:32:41,8154171.0,5867051.0,2333.75,1857.12,0.011646660802444586,16.39698596780102,-139.3973938611619,3.0706001845097837,23.053020550351498,-616.7300456907548,39.71167294377647,0.014871162377083635,43900,43900.9
2023-10-04 12:33:41,8199949.0,5897939.0,2333.75,1857.12,0.011554478905329013,17.99413998718829,-179.39160620822784,5.865275417254473,22.66287160600959,-386.7894004105925,33.105520931315624,0.014798424965989376,43900,43891.85
2023-10-04 12:33:41,8199949.0,5897939.0,2333.75,1857.12,0.011554478905329013,17.99413998718829,-179.39160620822784,5.865275417254473,22.66287160600959,-386.7894004105925,33.105520931315624,0.014798424965989376,43900,43891.85
2023-10-04 12:35:40,8200028.0,5897890.0,2333.75,1857.12,0.01155981907419168,16.8954460444391,-146.75179592904686,3.136719597327237,24.983098970012943,-629.485251744949,39.74776908585539,0.015424645576911367,43900,43908.6
2023-10-04 12:36:11,8200028.0,5897890.0,2333.75,1857.12,0.011519231000733932,17.014883939138887,-149.94889401558868,3.1749693764168834,25.009198510913414,-611.5328540388718,39.24246549252592,0.015237461342965108,43900,43908.6
2023-10-04 12:38:10,8174827.0,5927485.0,2333.75,1857.12,0.011520748907645206,17.5816884176121,-161.26630564813047,3.1019550995820286,25.26249227624274,-517.6418465346785,36.83027552341113,0.015252816761845978,43900,43903.2
2023-10-04 12:39:11,8174827.0,5927485.0,2333.75,1857.12,0.011641121148153744,17.479278505029935,-158.84154230652308,3.1119625947620575,25.268820146608377,-510.6561689247766,36.61523101905682,0.015201961247601758,43900,43903.2
2023-10-04 12:39:11,8270509.0,5977155.0,2333.75,1857.12,0.011725867452849759,17.164534783978205,-152.76811123682023,3.122811147958478,25.189885037677346,-543.3384195722481,37.54600243936973,0.01517642938486663,43900,43903.65
2023-10-04 12:41:11,8270396.0,5976981.0,2314.86,1982.23,0.011738712016318154,16.453402885480916,-141.14593883310636,2.2469744106495937,24.832571992502,-689.493671179599,40.8732311240052,0.01536031785431824,43900,43910.65
2023-10-04 12:41:11,8270396.0,5976981.0,2314.86,1982.23,0.011779175099202455,16.477987858679125,-141.0575324058134,2.247049563558834,24.850891444119664,-681.5543142141182,40.73038509683023,0.015318598429181485,43900,43910.65
2023-10-04 12:42:11,8270396.0,5976981.0,2314.86,1982.23,0.011739510659136698,16.520372999880156,-143.08522667823303,2.250086085122879,24.89719479925686,-660.7535266325943,40.124182166651806,0.01537006998120205,43900,43910.65
2023-10-04 12:43:11,8341999.0,6010197.0,2314.86,1982.23,0.011691515842959799,17.137570596337675,-153.69218824723987,2.2337313719553538,25.20996012879414,-503.478912106096,35.65847776005858,0.01527502761611288,43900,43911.8
2023-10-04 12:44:41,8341999.0,6010197.0,2314.86,1982.23,0.011824765629719902,17.404804321430746,-159.31638128466312,3.2115183992678196,25.335196610665207,-464.53646017569423,34.145210348394514,0.015252819797195727,43900,43911.8
2023-10-04 12:45:41,8352280.0,6051137.0,2314.86,1982.23,0.01196783700391224,17.216201612196354,-153.22594586043778,2.404781010160849,24.810622390892433,-659.0428703434254,39.05489120936815,0.015696652873598005,43900,43922.85
2023-10-04 12:46:41,8352270.0,6051137.0,2314.86,1982.23,0.010733679683405661,15.113800687552507,-128.49744721729806,1.4812464121255142,25.424612497632175,-827.1945159159634,42.87931650819766,0.015506658561093012,43900,43927.15
